component_key,Authority,split,image_count,filenames,relief_group_keys,content_sha256_values
component:f2d53d3411718014,Ashurnasirpal II,train,7,BM 124562-1.jpg;BM 124562-2.jpg;BM 124562-3.jpg;BM 124562-4.jpg;BM 124562-5.jpg;BM 124562-6.jpg;BM 124562-7.jpg,object:bm_w_1850_1228_7,1fca5603f7a0f8ea545e317aafa0744c2522ab2e10ab7c9fbb375fe5a82b61cd;3bca7488da6d247490deba0f7686665622196756c5a6a0aea789914372a261f3;5c0344a9ee7da44ee194eb88d94275b310ac30fac6488490ab87eac07e995c9d;82a715e4ad0826305094521d6e2eb71f113940d1954c5ab0bc274bb15de7a6f4;8d464a1f8880e3c96135fcd17360832dcdb159980331aaf6587301112c69972b;a258c2de1ef5e9a75a4dd6081cd15a93de50429e27e772b89eda269454710ece;c1835d33c917c940c592610559d48738e0255b1d615379d26945c2069b77a040
component:f34833eb93d1493c,Sargon II,val,1,AO 19898-1.jpg,object:louvre_cl010122720,ce848ef64f38ecb0456b13c8bd23cb33bf9c964846fd7a19a0cc151d264e5b69
component:f36e8573ad031797,Ashurbanipal,test,3,BM 124926-1.jpg;BM 124926-2.jpg;BM 124926-3.jpg,object:bm_w_1856_0909_31_32_1,a5a79aca1f18a9c8f60935a3c01d40394364266c08347fb4f8a24a9407ac458b;e1281e77bc79fbb3f1e9ab9d113c62d1cd8c360679ffad36ee1c1d0cc52b6d05;f53595fd2d96b4a910382594cadc406752fee93615d8514c29ce35a179d61236
component:f656e5c882b9db96,Sargon II,train,3,AO 19884-1.jpg;AO 19884-2.jpg;AO 19884-3.jpg,object:louvre_cl010122708,21f09c9e87c2694540b43a4c1baab5972a6228e92164c56891bebd873a03b49f;33c83d9f88dbdd729c2ca4e1fdc0887b9e1e45af2d679389ed6686ba03437c4d;ce1b17daf997e82f43db56f6e9f91993beb358854bb632e4fee2d22ecee99184
component:f8374e9ec37a892d,Ashurbanipal,val,3,BM 124937-1.jpg;BM 124937-2.jpg;BM 124937-3.jpg,object:bm_w_1856_0909_17_18_4,06adfbeed2c7e69ec1acac55a59c29587f2bfa2083e016b47e09962e023803ca;0e724755e35f21f525c668dd2445244e459e408059f2150847684e3d8c0f01b4;8460b610173adf987726baa4a5f47af4b6fb4fa5a8765a0c12c67617a94c010a
component:f9766de051a8a32d,Sargon II,test,1,AO 19894-1.jpg,object:louvre_cl010122717,8df569e7d9380ac72b92f9705fd1e6156b94aaf997334aa030972d1b7c594587
component:fb98add81b13c43f,Ashurnasirpal II,test,1,HM 3938-1.jpg,object:hermitage_86814,56833e5fcea71d5d55699ec2db5f4872a93ebd9cfa28690fe2316326b56af1d4
component:fc2233d0d06153f5,Ashurnasirpal II,train,1,BRK 55.153-1.jpg,object:brooklyn_55_153,017c5910c2ff166616a22fb2eb66f7ab0dde0fefe80d0578fde2f97b26dddf06
component:fca0a75d99a0a0fa,Sargon II,val,1,AO 19867-1.jpg,object:louvre_cl010122693,225b490711f1dc2ce469238c4f173190c33b71c5d9e99437e5c36395555464ea
component:ff95c7143ee04439,Ashurbanipal,val,2,BM 124939-1.jpg;BM 124939-2.jpg,relief:bm_124939,7da75522bafff4b78c837e8f8b090e0fc241d20beb0a229f155575bdd70b856e;e2d8d678f1820d810708217729d383ed2ba6521484e2720ab61d1286bc9c53af
component:ff9c16e32bff01d9,Ashurnasirpal II,val,4,BM 124579-1.jpg;BM 124579-2.jpg;BM 124579-3.jpg;BM 124579-4.jpg,object:bm_w_1849_1222_8,23925e1ba08c6d7243ed676349fe487f013a0ecd8b6e5cb33530b839136c3008;748f34b1e7f9befd92d7fabec63e8a5f54d8407493bd3c0e3c2ffd8a14409193;9459fa9041076ac1404787aef08dace0bb07b299edc0b11ec87314ca687269a6;f8d02da6c60971b882fb8ee2167140541711593172ccd8efb24ea7f0dbeef7f2
component:ffc507f09a33cb7b,Ashurbanipal,val,1,BM 124869-1.jpg,object:bm_w_1856_0909_16_1,c3434766f8f66758c49db47d8df4e98125d373a33ff408ef96b5f1cd7572bd32
